location,month,year,SO2 μg/l,NO2μg/l,PM10 μg/l,PM2.5 μ g/l,CO μg/l,O3 μ g/l 8 HR,NH3  μ g/l,AQI,Air Quality
CLOCK TOWER-DEHRADUN,1,2012,27.33,30.33,193.28,60,2,100,400,162.19,Moderate
CLOCK TOWER-DEHRADUN,2,2012,25.68,25.80,173.77,60,2,100,400,149.18,Moderate
CLOCK TOWER-DEHRADUN,3,2012,29.64,27.50,211.35,60,2,100,400,174.23,Moderate
CLOCK TOWER-DEHRADUN,4,2012,28.64,26.81,230.76,60,2,100,400,187.17,Moderate
CLOCK TOWER-DEHRADUN,5,2012,31.09,29.30,310.73,60,2,100,400,260.73,Poor
CLOCK TOWER-DEHRADUN,6,2012,28.73,30.62,200.61,60,2,100,400,167.07,Moderate
CLOCK TOWER-DEHRADUN,7,2012,27.55,30.06,129.22,60,2,100,400,119.48,Moderate
CLOCK TOWER-DEHRADUN,8,2012,23.04,26.00,78.19,60,2,100,400,100.00,Satisfactory
CLOCK TOWER-DEHRADUN,9,2012,22.22,25.40,108.37,60,2,100,400,105.58,Moderate
CLOCK TOWER-DEHRADUN,10,2012,24.40,28.79,21.83,60,2,100,400,100.00,Satisfactory
CLOCK TOWER-DEHRADUN,11,2012,25.15,29.23,153.67,60,2,100,400,135.78,Moderate
CLOCK TOWER-DEHRADUN,12,2012,25.40,29.24,214.04,60,2,100,400,176.03,Moderate
CLOCK TOWER-DEHRADUN,1,2013,80.00,80.00,100.00,60,2,100,400,100.00,Satisfactory
CLOCK TOWER-DEHRADUN,2,2013,80.00,80.00,100.00,60,2,100,400,100.00,Satisfactory
CLOCK TOWER-DEHRADUN,3,2013,80.00,80.00,100.00,60,2,100,400,100.00,Satisfactory
CLOCK TOWER-DEHRADUN,4,2013,24.20,28.10,114.70,60,2,100,400,109.80,Moderate
CLOCK TOWER-DEHRADUN,5,2013,26.00,28.10,148.40,60,2,100,400,132.27,Moderate
CLOCK TOWER-DEHRADUN,6,2013,24.10,26.40,156.00,60,2,100,400,137.33,Moderate
CLOCK TOWER-DEHRADUN,7,2013,21.80,24.30,97.90,60,2,100,400,100.00,Satisfactory
CLOCK TOWER-DEHRADUN,8,2013,20.50,22.20,125.80,60,2,100,400,117.20,Moderate
CLOCK TOWER-DEHRADUN,9,2013,22.10,23.30,118.00,60,2,100,400,112.00,Moderate
CLOCK TOWER-DEHRADUN,10,2013,25.00,29.80,117.00,60,2,100,400,111.33,Moderate
CLOCK TOWER-DEHRADUN,11,2013,25.70,29.80,131.30,60,2,100,400,120.87,Moderate
CLOCK TOWER-DEHRADUN,12,2013,26.30,29.80,185.90,60,2,100,400,157.27,Moderate
CLOCK TOWER-DEHRADUN,1,2014,25.86,29.61,183.05,60,2,100,400,155.37,Moderate
CLOCK TOWER-DEHRADUN,2,2014,25.50,29.64,150.88,60,2,100,400,133.92,Moderate
CLOCK TOWER-DEHRADUN,3,2014,25.60,29.65,115.85,60,2,100,400,110.57,Moderate
CLOCK TOWER-DEHRADUN,4,2014,26.24,30.00,162.71,60,2,100,400,141.81,Moderate
CLOCK TOWER-DEHRADUN,5,2014,26.61,29.87,150.30,60,2,100,400,133.53,Moderate
CLOCK TOWER-DEHRADUN,6,2014,25.19,29.14,162.90,60,2,100,400,141.93,Moderate
CLOCK TOWER-DEHRADUN,7,2014,24.48,26.35,145.62,60,2,100,400,130.41,Moderate
CLOCK TOWER-DEHRADUN,8,2014,26.75,29.00,130.55,60,2,100,400,120.37,Moderate
CLOCK TOWER-DEHRADUN,9,2014,26.12,29.22,129.64,60,2,100,400,119.76,Moderate
CLOCK TOWER-DEHRADUN,10,2014,25.59,29.51,160.42,60,2,100,400,140.28,Moderate
CLOCK TOWER-DEHRADUN,11,2014,25.51,26.60,154.76,60,2,100,400,136.51,Moderate
CLOCK TOWER-DEHRADUN,12,2014,26.00,30.17,183.66,60,2,100,400,155.77,Moderate
CLOCK TOWER-DEHRADUN,1,2015,26.40,31.43,196.19,60,2,100,400,164.13,Moderate
CLOCK TOWER-DEHRADUN,2,2015,26.00,30.11,152.39,60,2,100,400,134.93,Moderate
CLOCK TOWER-DEHRADUN,3,2015,26.97,29.71,163.84,60,2,100,400,142.56,Moderate
CLOCK TOWER-DEHRADUN,4,2015,27.11,29.86,149.47,60,2,100,400,132.98,Moderate
CLOCK TOWER-DEHRADUN,5,2015,27.23,30.34,196.71,60,2,100,400,164.47,Moderate
CLOCK TOWER-DEHRADUN,6,2015,27.24,30.90,141.37,60,2,100,400,127.58,Moderate
CLOCK TOWER-DEHRADUN,7,2015,26.40,29.89,125.82,60,2,100,400,117.21,Moderate
CLOCK TOWER-DEHRADUN,8,2015,26.06,29.78,110.11,60,2,100,400,106.74,Moderate
CLOCK TOWER-DEHRADUN,9,2015,26.69,29.39,147.84,60,2,100,400,131.89,Moderate
CLOCK TOWER-DEHRADUN,10,2015,26.38,29.37,146.53,60,2,100,400,131.02,Moderate
CLOCK TOWER-DEHRADUN,11,2015,25.75,29.06,189.83,60,2,100,400,159.89,Moderate
CLOCK TOWER-DEHRADUN,12,2015,25.61,29.22,221.49,60,2,100,400,180.99,Moderate
CLOCK TOWER-DEHRADUN,1,2016,25.38,29.38,226.92,60,2,100,400,184.61,Moderate
CLOCK TOWER-DEHRADUN,2,2016,25.17,29.10,187.88,60,2,100,400,158.59,Moderate
CLOCK TOWER-DEHRADUN,3,2016,24.92,29.30,194.92,60,2,100,400,163.28,Moderate
CLOCK TOWER-DEHRADUN,4,2016,25.06,29.96,209.79,60,2,100,400,173.19,Moderate
CLOCK TOWER-DEHRADUN,5,2016,25.14,29.30,160.17,60,2,100,400,140.11,Moderate
CLOCK TOWER-DEHRADUN,6,2016,24.08,27.06,141.80,60,2,100,400,127.87,Moderate
CLOCK TOWER-DEHRADUN,7,2016,80.00,80.00,100.00,60,2,100,400,100.00,Satisfactory
CLOCK TOWER-DEHRADUN,8,2016,24.30,28.47,142.18,60,2,100,400,128.12,Moderate
CLOCK TOWER-DEHRADUN,9,2016,25.66,27.86,153.45,60,2,100,400,135.63,Moderate
CLOCK TOWER-DEHRADUN,10,2016,25.62,27.77,175.79,60,2,100,400,150.53,Moderate
CLOCK TOWER-DEHRADUN,11,2016,26.00,28.59,186.22,60,2,100,400,157.48,Moderate
CLOCK TOWER-DEHRADUN,12,2016,25.07,28.49,201.52,60,2,100,400,167.68,Moderate
CLOCK TOWER-DEHRADUN,1,2017,24.75,27.58,162.36,60,2,100,400,141.57,Moderate
CLOCK TOWER-DEHRADUN,2,2017,25.27,28.25,164.99,60,2,100,400,143.33,Moderate
CLOCK TOWER-DEHRADUN,3,2017,26.51,30.18,214.96,60,2,100,400,176.64,Moderate
CLOCK TOWER-DEHRADUN,4,2017,26.84,31.11,239.69,60,2,100,400,193.13,Moderate
CLOCK TOWER-DEHRADUN,5,2017,25.24,28.78,230.90,60,2,100,400,187.27,Moderate
CLOCK TOWER-DEHRADUN,6,2017,25.68,28.68,244.91,60,2,100,400,196.61,Moderate
CLOCK TOWER-DEHRADUN,7,2017,24.85,27.90,170.81,60,2,100,400,147.21,Moderate
CLOCK TOWER-DEHRADUN,8,2017,23.43,28.13,120.00,60,2,100,400,113.33,Moderate
CLOCK TOWER-DEHRADUN,9,2017,24.06,28.02,157.00,60,2,100,400,138.00,Moderate
CLOCK TOWER-DEHRADUN,10,2017,23.11,26.40,178.92,60,2,100,400,152.61,Moderate
CLOCK TOWER-DEHRADUN,11,2017,80.00,80.00,194.16,60,2,100,400,162.77,Moderate
CLOCK TOWER-DEHRADUN,12,2017,80.00,80.00,206.31,60,2,100,400,170.87,Moderate
CLOCK TOWER-DEHRADUN,1,2018,80.00,80.00,198.04,60,2,100,400,165.36,Moderate
CLOCK TOWER-DEHRADUN,2,2018,80.00,80.00,201.47,60,2,100,400,167.65,Moderate
CLOCK TOWER-DEHRADUN,3,2018,80.00,80.00,219.31,60,2,100,400,179.54,Moderate
CLOCK TOWER-DEHRADUN,4,2018,80.00,80.00,193.29,60,2,100,400,162.19,Moderate
CLOCK TOWER-DEHRADUN,5,2018,80.00,80.00,206.70,60,2,100,400,171.13,Moderate
CLOCK TOWER-DEHRADUN,6,2018,80.00,80.00,256.64,60,2,100,400,206.64,Poor
CLOCK TOWER-DEHRADUN,7,2018,80.00,80.00,152.80,60,2,100,400,135.20,Moderate
CLOCK TOWER-DEHRADUN,8,2018,80.00,80.00,100.00,60,2,100,400,100.00,Satisfactory
CLOCK TOWER-DEHRADUN,9,2018,80.00,80.00,117.83,60,2,100,400,111.89,Moderate
CLOCK TOWER-DEHRADUN,10,2018,24.55,28.38,154.42,60,2,100,400,136.28,Moderate
CLOCK TOWER-DEHRADUN,11,2018,24.32,27.88,131.56,60,2,100,400,121.04,Moderate
CLOCK TOWER-DEHRADUN,12,2018,24.93,28.75,174.79,60,2,100,400,149.86,Moderate
CLOCK TOWER-DEHRADUN,1,2019,23.84,28.41,165.25,82.82,2,100,400,176.07,Moderate
CLOCK TOWER-DEHRADUN,2,2019,24.88,28.90,182.59,80.53,2,100,400,168.43,Moderate
CLOCK TOWER-DEHRADUN,3,2019,25.66,29.39,159.28,86.67,2,100,400,188.90,Moderate
CLOCK TOWER-DEHRADUN,4,2019,25.48,29.97,171.59,97.36,2,100,400,224.53,Poor
CLOCK TOWER-DEHRADUN,5,2019,26.06,29.87,185.26,104.56,2,100,400,248.53,Poor
CLOCK TOWER-DEHRADUN,6,2019,25.97,29.24,196.74,100.97,2,100,400,236.57,Poor
CLOCK TOWER-DEHRADUN,7,2019,25.73,28.66,174.77,60,2,100,400,149.85,Moderate
CLOCK TOWER-DEHRADUN,8,2019,24.43,28.36,167.28,60,2,100,400,144.85,Moderate
CLOCK TOWER-DEHRADUN,9,2019,24.05,27.66,143.58,60,2,100,400,129.05,Moderate
CLOCK TOWER-DEHRADUN,10,2019,24.43,28.65,174.01,94.01,2,100,400,213.37,Poor
CLOCK TOWER-DEHRADUN,11,2019,24.81,28.78,168.04,104.85,2,100,400,249.50,Poor
CLOCK TOWER-DEHRADUN,12,2019,23.47,28.14,167.04,93.64,2,100,400,212.13,Poor
CLOCK TOWER-DEHRADUN,1,2020,24.49,28.43,171.33,92.27,2,100,400,207.57,Poor
CLOCK TOWER-DEHRADUN,2,2020,25.12,29.28,191.10,91,2,100,400,203.33,Poor
CLOCK TOWER-DEHRADUN,3,2020,24.94,28.61,175.77,60,2,100,400,150.51,Moderate
CLOCK TOWER-DEHRADUN,4,2020,7.42,8.93,73.51,47.62,2,100,400,100.00,Satisfactory
CLOCK TOWER-DEHRADUN,5,2020,17.65,21.55,123.76,60,2,100,400,115.84,Moderate
CLOCK TOWER-DEHRADUN,6,2020,21.01,25.00,120.00,60,2,100,400,113.33,Moderate
CLOCK TOWER-DEHRADUN,7,2020,20.94,24.98,81.36,60,2,100,400,100.00,Satisfactory
CLOCK TOWER-DEHRADUN,8,2020,22.16,26.81,88.67,60,2,100,400,100.00,Satisfactory
CLOCK TOWER-DEHRADUN,9,2020,22.45,27.42,99.24,60,2,100,400,100.00,Satisfactory
CLOCK TOWER-DEHRADUN,10,2020,24.37,28.08,162.77,60,2,100,400,141.85,Moderate
CLOCK TOWER-DEHRADUN,11,2020,23.42,27.97,182.48,84.49,2,100,400,181.63,Moderate
CLOCK TOWER-DEHRADUN,12,2020,24.14,28.28,172.91,103.19,2,100,400,243.97,Poor
CLOCK TOWER-DEHRADUN,1,2021,24.23,28.53,173.27,100.29,2,100,400,234.30,Poor
CLOCK TOWER-DEHRADUN,2,2021,24.10,28.54,181.81,98.09,2,100,400,226.97,Poor
CLOCK TOWER-DEHRADUN,3,2021,22.31,27.22,217.42,107.3,2,100,400,257.67,Poor
CLOCK TOWER-DEHRADUN,4,2021,21.52,27.41,227.07,109.02,2,100,400,263.40,Poor
CLOCK TOWER-DEHRADUN,5,2021,19.73,23.89,125.62,71.53,2,100,400,138.43,Moderate
CLOCK TOWER-DEHRADUN,6,2021,20.97,24.08,122.85,72.76,2,100,400,142.53,Moderate
CLOCK TOWER-DEHRADUN,7,2021,21.58,23.48,149.86,76.03,2,100,400,153.43,Moderate
CLOCK TOWER-DEHRADUN,8,2021,21.71,24.73,119.54,99.49,2,100,400,231.63,Poor
CLOCK TOWER-DEHRADUN,9,2021,19.59,23.43,99.54,73.48,2,100,400,144.93,Moderate
CLOCK TOWER-DEHRADUN,10,2021,80.00,80.00,100.00,60,2,100,400,100.00,Satisfactory
CLOCK TOWER-DEHRADUN,11,2021,80.00,80.00,100.00,60,2,100,400,100.00,Satisfactory
CLOCK TOWER-DEHRADUN,12,2021,80.00,80.00,100.00,60,2,100,400,100.00,Satisfactory
RAIPUR ROAD DEHRADUN,1,2012,23.16,25.80,214.90,60,2,100,400,176.60,Moderate
RAIPUR ROAD DEHRADUN,2,2012,22.18,22.95,158.90,60,2,100,400,139.27,Moderate
RAIPUR ROAD DEHRADUN,3,2012,27.09,26.40,203.53,60,2,100,400,169.02,Moderate
RAIPUR ROAD DEHRADUN,4,2012,26.10,26.83,157.89,60,2,100,400,138.59,Moderate
RAIPUR ROAD DEHRADUN,5,2012,28.88,30.38,283.60,60,2,100,400,233.60,Poor
RAIPUR ROAD DEHRADUN,6,2012,28.52,30.15,172.70,60,2,100,400,148.47,Moderate
RAIPUR ROAD DEHRADUN,7,2012,23.31,25.00,102.88,60,2,100,400,101.92,Moderate
RAIPUR ROAD DEHRADUN,8,2012,22.21,24.40,67.95,60,2,100,400,100.00,Satisfactory
RAIPUR ROAD DEHRADUN,9,2012,23.19,25.69,121.78,60,2,100,400,114.52,Moderate
RAIPUR ROAD DEHRADUN,10,2012,25.35,29.35,136.22,60,2,100,400,124.15,Moderate
RAIPUR ROAD DEHRADUN,11,2012,26.05,29.80,182.40,60,2,100,400,154.93,Moderate
RAIPUR ROAD DEHRADUN,12,2012,25.29,29.51,163.72,60,2,100,400,142.48,Moderate
RAIPUR ROAD DEHRADUN,1,2013,80.00,80.00,100.00,60,2,100,400,100.00,Satisfactory
RAIPUR ROAD DEHRADUN,2,2013,80.00,80.00,100.00,60,2,100,400,100.00,Satisfactory
RAIPUR ROAD DEHRADUN,3,2013,80.00,80.00,100.00,60,2,100,400,100.00,Satisfactory
RAIPUR ROAD DEHRADUN,4,2013,25.50,27.60,154.00,60,2,100,400,136.00,Moderate
RAIPUR ROAD DEHRADUN,5,2013,26.00,28.60,159.30,60,2,100,400,139.53,Moderate
RAIPUR ROAD DEHRADUN,6,2013,24.75,26.90,136.30,60,2,100,400,124.20,Moderate
RAIPUR ROAD DEHRADUN,7,2013,22.13,24.30,104.06,60,2,100,400,102.71,Moderate
RAIPUR ROAD DEHRADUN,8,2013,20.70,21.90,109.90,60,2,100,400,106.60,Moderate
RAIPUR ROAD DEHRADUN,9,2013,21.56,23.10,96.25,60,2,100,400,100.00,Satisfactory
RAIPUR ROAD DEHRADUN,10,2013,25.50,29.50,105.20,60,2,100,400,103.47,Moderate
RAIPUR ROAD DEHRADUN,11,2013,25.40,29.40,111.20,60,2,100,400,107.47,Moderate
RAIPUR ROAD DEHRADUN,12,2013,25.21,29.10,133.14,60,2,100,400,122.09,Moderate
RAIPUR ROAD DEHRADUN,1,2014,24.95,28.70,161.52,60,2,100,400,141.01,Moderate
RAIPUR ROAD DEHRADUN,2,2014,25.20,29.37,122.56,60,2,100,400,115.04,Moderate
RAIPUR ROAD DEHRADUN,3,2014,26.16,30.83,152.10,60,2,100,400,134.73,Moderate
RAIPUR ROAD DEHRADUN,4,2014,27.24,29.83,156.65,60,2,100,400,137.77,Moderate
RAIPUR ROAD DEHRADUN,5,2014,26.33,29.46,154.33,60,2,100,400,136.22,Moderate
RAIPUR ROAD DEHRADUN,6,2014,25.74,29.43,153.79,60,2,100,400,135.86,Moderate
RAIPUR ROAD DEHRADUN,7,2014,26.29,28.41,99.28,60,2,100,400,100.00,Satisfactory
RAIPUR ROAD DEHRADUN,8,2014,25.58,28.12,133.64,60,2,100,400,122.43,Moderate
RAIPUR ROAD DEHRADUN,9,2014,25.99,28.76,111.60,60,2,100,400,107.73,Moderate
RAIPUR ROAD DEHRADUN,10,2014,26.88,30.08,150.42,60,2,100,400,133.61,Moderate
RAIPUR ROAD DEHRADUN,11,2014,27.39,30.00,157.26,60,2,100,400,138.17,Moderate
RAIPUR ROAD DEHRADUN,12,2014,26.28,29.60,188.26,60,2,100,400,158.84,Moderate
RAIPUR ROAD DEHRADUN,1,2015,26.27,30.00,177.33,60,2,100,400,151.55,Moderate
RAIPUR ROAD DEHRADUN,2,2015,26.18,29.38,166.66,60,2,100,400,144.44,Moderate
RAIPUR ROAD DEHRADUN,3,2015,80.00,80.00,100.00,60,2,100,400,100.00,Satisfactory
RAIPUR ROAD DEHRADUN,4,2015,26.62,29.78,143.12,60,2,100,400,128.75,Moderate
RAIPUR ROAD DEHRADUN,5,2015,27.14,30.49,153.92,60,2,100,400,135.95,Moderate
RAIPUR ROAD DEHRADUN,6,2015,26.97,30.25,145.20,60,2,100,400,130.13,Moderate
RAIPUR ROAD DEHRADUN,7,2015,27.87,30.83,126.61,60,2,100,400,117.74,Moderate
RAIPUR ROAD DEHRADUN,8,2015,26.29,30.24,142.17,60,2,100,400,128.11,Moderate
RAIPUR ROAD DEHRADUN,9,2015,26.02,27.66,130.76,60,2,100,400,120.51,Moderate
RAIPUR ROAD DEHRADUN,10,2015,25.76,28.45,144.84,60,2,100,400,129.89,Moderate
RAIPUR ROAD DEHRADUN,11,2015,25.39,29.11,199.22,60,2,100,400,166.15,Moderate
RAIPUR ROAD DEHRADUN,12,2015,25.20,28.71,179.08,60,2,100,400,152.72,Moderate
RAIPUR ROAD DEHRADUN,1,2016,25.22,29.23,219.50,60,2,100,400,179.67,Moderate
RAIPUR ROAD DEHRADUN,2,2016,26.08,29.96,235.10,60,2,100,400,190.07,Moderate
RAIPUR ROAD DEHRADUN,3,2016,26.42,29.63,236.60,60,2,100,400,191.07,Moderate
RAIPUR ROAD DEHRADUN,4,2016,27.65,30.73,377.76,60,2,100,400,642.76,Severe
RAIPUR ROAD DEHRADUN,5,2016,26.99,29.42,298.34,60,2,100,400,248.34,Poor
RAIPUR ROAD DEHRADUN,6,2016,26.16,28.77,483.18,60,2,100,400,100.00,Satisfactory
RAIPUR ROAD DEHRADUN,7,2016,24.82,27.60,164.00,60,2,100,400,142.67,Moderate
RAIPUR ROAD DEHRADUN,8,2016,25.22,28.13,174.30,60,2,100,400,149.53,Moderate
RAIPUR ROAD DEHRADUN,9,2016,25.23,28.31,189.42,60,2,100,400,159.61,Moderate
RAIPUR ROAD DEHRADUN,10,2016,26.10,28.10,206.18,60,2,100,400,170.79,Moderate
RAIPUR ROAD DEHRADUN,11,2016,26.59,29.14,190.81,60,2,100,400,160.54,Moderate
RAIPUR ROAD DEHRADUN,12,2016,24.61,29.20,167.59,60,2,100,400,145.06,Moderate
RAIPUR ROAD DEHRADUN,1,2017,23.32,27.89,174.79,60,2,100,400,149.86,Moderate
RAIPUR ROAD DEHRADUN,2,2017,25.52,28.18,191.82,60,2,100,400,161.21,Moderate
RAIPUR ROAD DEHRADUN,3,2017,27.00,29.54,216.13,60,2,100,400,177.42,Moderate
RAIPUR ROAD DEHRADUN,4,2017,28.16,30.67,225.85,60,2,100,400,183.90,Moderate
RAIPUR ROAD DEHRADUN,5,2017,27.47,30.59,297.19,60,2,100,400,247.19,Poor
RAIPUR ROAD DEHRADUN,6,2017,26.80,28.43,255.97,60,2,100,400,205.97,Poor
RAIPUR ROAD DEHRADUN,7,2017,24.65,27.81,156.76,60,2,100,400,137.84,Moderate
RAIPUR ROAD DEHRADUN,8,2017,24.71,28.06,150.93,60,2,100,400,133.95,Moderate
RAIPUR ROAD DEHRADUN,9,2017,24.68,29.00,179.87,60,2,100,400,153.25,Moderate
RAIPUR ROAD DEHRADUN,10,2017,80.00,28.32,332.20,60,2,100,400,282.20,Poor
RAIPUR ROAD DEHRADUN,11,2017,80.00,80.00,254.25,60,2,100,400,204.25,Poor
RAIPUR ROAD DEHRADUN,12,2017,80.00,80.00,248.70,60,2,100,400,199.13,Moderate
RAIPUR ROAD DEHRADUN,1,2018,80.00,80.00,228.18,60,2,100,400,185.45,Moderate
RAIPUR ROAD DEHRADUN,2,2018,80.00,80.00,192.66,60,2,100,400,161.77,Moderate
RAIPUR ROAD DEHRADUN,3,2018,80.00,80.00,188.48,60,2,100,400,158.99,Moderate
RAIPUR ROAD DEHRADUN,4,2018,80.00,80.00,199.02,60,2,100,400,166.01,Moderate
RAIPUR ROAD DEHRADUN,5,2018,80.00,80.00,195.57,60,2,100,400,163.71,Moderate
RAIPUR ROAD DEHRADUN,6,2018,80.00,80.00,190.88,60,2,100,400,160.59,Moderate
RAIPUR ROAD DEHRADUN,7,2018,80.00,80.00,134.29,60,2,100,400,122.86,Moderate
RAIPUR ROAD DEHRADUN,8,2018,80.00,80.00,96.67,60,2,100,400,100.00,Moderate
RAIPUR ROAD DEHRADUN,9,2018,80.00,80.00,97.61,60,2,100,400,100.00,Satisfactory
RAIPUR ROAD DEHRADUN,10,2018,26.46,29.17,114.85,60,2,100,400,109.90,Moderate
RAIPUR ROAD DEHRADUN,11,2018,80.00,80.00,100.00,60,2,100,400,100.00,Satisfactory
RAIPUR ROAD DEHRADUN,12,2018,21.80,26.50,137.50,60,2,100,400,125.00,Moderate
RAIPUR ROAD DEHRADUN,1,2019,21.87,26.47,131.14,67,2,100,400,123.33,Moderate
RAIPUR ROAD DEHRADUN,2,2019,22.28,26.60,113.44,63.8,2,100,400,112.67,Moderate
RAIPUR ROAD DEHRADUN,3,2019,24.88,28.67,125.21,48.27,2,100,400,116.81,Moderate
RAIPUR ROAD DEHRADUN,4,2019,26.51,31.10,117.80,63.44,2,100,400,111.87,Moderate
RAIPUR ROAD DEHRADUN,5,2019,23.42,28.58,132.38,80.93,2,100,400,169.77,Moderate
RAIPUR ROAD DEHRADUN,6,2019,23.11,27.96,136.15,82.27,2,100,400,174.23,Moderate
RAIPUR ROAD DEHRADUN,7,2019,23.12,28.14,122.33,60,2,100,400,114.89,Moderate
RAIPUR ROAD DEHRADUN,8,2019,22.06,26.61,119.27,60,2,100,400,112.85,Moderate
RAIPUR ROAD DEHRADUN,9,2019,23.57,27.02,116.11,60,2,100,400,110.74,Moderate
RAIPUR ROAD DEHRADUN,10,2019,22.28,26.48,113.00,80.13,2,100,400,167.10,Moderate
RAIPUR ROAD DEHRADUN,11,2019,22.89,27.27,128.66,92.58,2,100,400,208.60,Poor
RAIPUR ROAD DEHRADUN,12,2019,21.99,27.17,128.47,74.4,2,100,400,148.00,Moderate
RAIPUR ROAD DEHRADUN,1,2020,23.78,27.77,128.68,71.68,2,100,400,138.93,Moderate
RAIPUR ROAD DEHRADUN,2,2020,71.75,28.19,130.23,71.75,2,100,400,139.17,Moderate
RAIPUR ROAD DEHRADUN,3,2020,68.18,26.71,118.62,68.18,2,100,400,127.27,Moderate
RAIPUR ROAD DEHRADUN,4,2020,37.10,7.87,76.58,37.1,2,100,400,100.00,Satisfactory
RAIPUR ROAD DEHRADUN,5,2020,46.37,18.50,100.87,46.37,2,100,400,100.58,Satisfactory
RAIPUR ROAD DEHRADUN,6,2020,64.54,22.30,97.53,64.54,2,100,400,115.13,Moderate
