location,month,year,SO2 μg/l,NO2μg/l,PM10 μg/l,PM2.5 μ g/l,CO μg/l,O3 μ g/l 8 HR,NH3  μ g/l,AQI,Air Quality
RISHIKESH-NAGARNIGAM,1,2020,21.03,27.51,112.03,60,2,100,400,108.02,Moderate
RISHIKESH-NAGARNIGAM,2,2020,22.30,27.10,109.02,60,2,100,400,106.01,Moderate
RISHIKESH-NAGARNIGAM,3,2020,23.53,27.18,113.96,60,2,100,400,109.31,Moderate
RISHIKESH-NAGARNIGAM,4,2020,5.98,7.62,58.55,60,2,100,400,100.00,Satisfactory
RISHIKESH-NAGARNIGAM,5,2020,11.43,14.55,91.52,60,2,100,400,100.00,Satisfactory
RISHIKESH-NAGARNIGAM,6,2020,15.70,22.13,93.85,60,2,100,400,100.00,Satisfactory
RISHIKESH-NAGARNIGAM,7,2020,17.35,22.62,101.31,60,2,100,400,100.87,Moderate
RISHIKESH-NAGARNIGAM,8,2020,18.96,24.43,108.91,60,2,100,400,105.94,Moderate
RISHIKESH-NAGARNIGAM,9,2020,21.47,25.84,113.64,60,2,100,400,109.09,Moderate
RISHIKESH-NAGARNIGAM,10,2020,21.62,25.94,115.38,60,2,100,400,110.25,Moderate
RISHIKESH-NAGARNIGAM,11,2020,21.92,26.64,131.73,60,2,100,400,121.15,Moderate
RISHIKESH-NAGARNIGAM,12,2020,22.66,27.32,147.93,60,2,100,400,131.95,Moderate
RISHIKESH-NAGARNIGAM,1,2021,22.11,27.17,151.15,79.36,2,100,400,164.53,Moderate
RISHIKESH-NAGARNIGAM,2,2021,22.34,26.65,161.33,92.54,2,100,400,208.47,Poor
RISHIKESH-NAGARNIGAM,3,2021,21.27,26.49,176.36,92.54,2,100,400,208.47,Poor
RISHIKESH-NAGARNIGAM,4,2021,18.41,25.09,176.74,88.22,2,100,400,194.07,Moderate
RISHIKESH-NAGARNIGAM,5,2021,16.68,22.22,75.90,53.14,2,100,400,100.00,Moderate
RISHIKESH-NAGARNIGAM,6,2021,19.51,24.45,95.63,66.63,2,100,400,122.10,Moderate
RISHIKESH-NAGARNIGAM,7,2021,19.10,23.82,116.89,71.36,2,100,400,137.87,Moderate
RISHIKESH-NAGARNIGAM,8,2021,19.54,24.11,119.39,76.43,2,100,400,154.77,Moderate
RISHIKESH-NAGARNIGAM,9,2021,17.41,23.99,110.73,60.72,2,100,400,107.15,Moderate
RISHIKESH-NAGARNIGAM,10,2021,80.00,80.00,100.00,60,2,100,400,100.00,Satisfactory
RISHIKESH-NAGARNIGAM,11,2021,80.00,80.00,100.00,60,2,100,400,100.00,Satisfactory
RISHIKESH-NAGARNIGAM,12,2021,80.00,80.00,100.00,60,2,100,400,100.00,Satisfactory
SIDCUL-HARIDWAR,1,2012,26.76,28.60,98.71,60,2,100,400,100.00,Satisfactory
SIDCUL-HARIDWAR,2,2012,25.89,28.29,114.21,60,2,100,400,109.47,Moderate
SIDCUL-HARIDWAR,3,2012,30.19,31.34,162.09,60,2,100,400,141.39,Moderate
SIDCUL-HARIDWAR,4,2012,26.37,30.19,149.19,60,2,100,400,132.79,Moderate
SIDCUL-HARIDWAR,5,2012,26.54,28.72,122.51,60,2,100,400,115.01,Moderate
SIDCUL-HARIDWAR,6,2012,28.74,29.25,207.17,60,2,100,400,171.45,Moderate
SIDCUL-HARIDWAR,7,2012,26.66,26.84,126.56,60,2,100,400,117.71,Moderate
SIDCUL-HARIDWAR,8,2012,26.44,27.50,84.51,60,2,100,400,100.00,Satisfactory
SIDCUL-HARIDWAR,9,2012,27.74,27.99,105.14,60,2,100,400,103.43,Moderate
SIDCUL-HARIDWAR,10,2012,28.39,28.82,88.81,60,2,100,400,100.00,Satisfactory
SIDCUL-HARIDWAR,11,2012,27.94,28.48,114.67,60,2,100,400,109.78,Moderate
SIDCUL-HARIDWAR,12,2012,27.77,28.54,121.28,60,2,100,400,114.19,Moderate
SIDCUL-HARIDWAR,1,2013,80.00,80.00,100.00,60,2,100,400,100.00,Satisfactory
SIDCUL-HARIDWAR,2,2013,80.00,80.00,100.00,60,2,100,400,100.00,Satisfactory
SIDCUL-HARIDWAR,3,2013,80.00,80.00,100.00,60,2,100,400,100.00,Satisfactory
SIDCUL-HARIDWAR,4,2013,29.30,29.80,125.00,60,2,100,400,116.67,Moderate
SIDCUL-HARIDWAR,5,2013,28.90,29.90,116.70,60,2,100,400,111.13,Moderate
SIDCUL-HARIDWAR,6,2013,28.90,29.90,119.20,60,2,100,400,112.80,Moderate
SIDCUL-HARIDWAR,7,2013,27.80,29.00,89.20,60,2,100,400,100.00,Satisfactory
SIDCUL-HARIDWAR,8,2013,26.70,27.90,125.90,60,2,100,400,117.27,Moderate
SIDCUL-HARIDWAR,9,2013,25.50,26.60,118.40,60,2,100,400,112.27,Moderate
SIDCUL-HARIDWAR,10,2013,25.30,27.30,101.40,60,2,100,400,100.93,Satisfactory
SIDCUL-HARIDWAR,11,2013,27.50,29.30,128.00,60,2,100,400,118.67,Moderate
SIDCUL-HARIDWAR,12,2013,27.09,29.01,115.50,60,2,100,400,110.33,Moderate
SIDCUL-HARIDWAR,1,2014,26.85,29.13,123.08,60,2,100,400,115.39,Moderate
SIDCUL-HARIDWAR,2,2014,25.94,28.29,121.00,60,2,100,400,114.00,Moderate
SIDCUL-HARIDWAR,3,2014,28.09,30.19,121.42,60,2,100,400,114.28,Moderate
SIDCUL-HARIDWAR,4,2014,25.29,27.77,116.26,60,2,100,400,110.84,Moderate
SIDCUL-HARIDWAR,5,2014,23.86,26.21,116.09,60,2,100,400,110.73,Moderate
SIDCUL-HARIDWAR,6,2014,23.26,25.96,124.75,60,2,100,400,116.50,Moderate
SIDCUL-HARIDWAR,7,2014,23.91,26.14,125.04,60,2,100,400,116.69,Moderate
SIDCUL-HARIDWAR,8,2014,23.00,25.30,124.53,60,2,100,400,116.35,Moderate
SIDCUL-HARIDWAR,9,2014,22.37,25.16,121.73,60,2,100,400,114.49,Moderate
SIDCUL-HARIDWAR,10,2014,23.84,25.88,122.45,60,2,100,400,114.97,Moderate
SIDCUL-HARIDWAR,11,2014,23.36,25.35,127.87,60,2,100,400,118.58,Moderate
SIDCUL-HARIDWAR,12,2014,24.78,27.00,120.74,60,2,100,400,113.83,Moderate
SIDCUL-HARIDWAR,1,2015,23.19,25.56,116.97,60,2,100,400,111.31,Moderate
SIDCUL-HARIDWAR,2,2015,23.15,25.30,124.72,60,2,100,400,116.48,Moderate
SIDCUL-HARIDWAR,3,2015,24.29,26.16,127.51,60,2,100,400,118.34,Moderate
SIDCUL-HARIDWAR,4,2015,25.11,27.48,124.75,60,2,100,400,116.50,Moderate
SIDCUL-HARIDWAR,5,2015,25.37,27.62,134.20,60,2,100,400,122.80,Moderate
SIDCUL-HARIDWAR,6,2015,24.09,26.28,127.71,60,2,100,400,118.47,Moderate
SIDCUL-HARIDWAR,7,2015,22.94,25.62,110.87,60,2,100,400,107.25,Moderate
SIDCUL-HARIDWAR,8,2015,23.08,25.93,119.25,60,2,100,400,112.83,Moderate
SIDCUL-HARIDWAR,9,2015,23.66,26.13,117.54,60,2,100,400,111.69,Moderate
SIDCUL-HARIDWAR,10,2015,24.12,26.38,118.82,60,2,100,400,112.55,Moderate
SIDCUL-HARIDWAR,11,2015,24.89,27.48,121.36,60,2,100,400,114.24,Moderate
SIDCUL-HARIDWAR,12,2015,25.62,28.39,128.55,60,2,100,400,119.03,Moderate
SIDCUL-HARIDWAR,1,2016,26.24,28.90,127.89,60,2,100,400,118.59,Moderate
SIDCUL-HARIDWAR,2,2016,25.72,28.64,129.18,60,2,100,400,119.45,Moderate
SIDCUL-HARIDWAR,3,2016,26.09,28.72,132.60,60,2,100,400,121.73,Moderate
SIDCUL-HARIDWAR,4,2016,26.62,29.51,141.22,60,2,100,400,127.48,Moderate
SIDCUL-HARIDWAR,5,2016,24.44,27.32,128.28,60,2,100,400,118.85,Moderate
SIDCUL-HARIDWAR,6,2016,24.16,27.22,127.45,60,2,100,400,118.30,Moderate
SIDCUL-HARIDWAR,7,2016,23.90,26.59,124.89,60,2,100,400,116.59,Moderate
SIDCUL-HARIDWAR,8,2016,23.19,26.17,122.44,60,2,100,400,114.96,Moderate
SIDCUL-HARIDWAR,9,2016,24.56,27.14,127.88,60,2,100,400,118.59,Moderate
SIDCUL-HARIDWAR,10,2016,24.19,26.94,121.49,60,2,100,400,114.33,Moderate
SIDCUL-HARIDWAR,11,2016,24.48,28.09,123.17,60,2,100,400,115.45,Moderate
SIDCUL-HARIDWAR,12,2016,25.61,28.12,128.12,60,2,100,400,118.75,Moderate
SIDCUL-HARIDWAR,1,2017,25.07,28.01,133.54,60,2,100,400,122.36,Moderate
SIDCUL-HARIDWAR,2,2017,23.04,26.62,119.61,60,2,100,400,113.07,Moderate
SIDCUL-HARIDWAR,3,2017,22.46,25.47,108.03,60,2,100,400,105.35,Moderate
SIDCUL-HARIDWAR,4,2017,21.97,24.70,102.29,60,2,100,400,101.53,Moderate
SIDCUL-HARIDWAR,5,2017,22.41,25.53,102.98,60,2,100,400,101.99,Moderate
SIDCUL-HARIDWAR,6,2017,22.77,25.98,103.76,60,2,100,400,102.51,Moderate
SIDCUL-HARIDWAR,7,2017,20.76,23.39,85.02,60,2,100,400,100.00,Satisfactory
SIDCUL-HARIDWAR,8,2017,18.74,23.45,48.70,60,2,100,400,100.00,Satisfactory
SIDCUL-HARIDWAR,9,2017,20.87,24.04,71.13,60,2,100,400,100.00,Satisfactory
SIDCUL-HARIDWAR,10,2017,24.95,27.61,117.23,60,2,100,400,111.49,Moderate
SIDCUL-HARIDWAR,11,2017,80.00,80.00,100.00,60,2,100,400,100.00,Satisfactory
SIDCUL-HARIDWAR,12,2017,80.00,80.00,115.57,60,2,100,400,110.38,Moderate
SIDCUL-HARIDWAR,1,2018,80.00,80.00,135.15,60,2,100,400,123.43,Moderate
SIDCUL-HARIDWAR,2,2018,80.00,80.00,117.40,60,2,100,400,111.60,Moderate
SIDCUL-HARIDWAR,3,2018,80.00,80.00,114.98,60,2,100,400,109.99,Moderate
SIDCUL-HARIDWAR,4,2018,80.00,80.00,114.03,60,2,100,400,109.35,Moderate
SIDCUL-HARIDWAR,5,2018,80.00,80.00,157.93,60,2,100,400,138.62,Moderate
SIDCUL-HARIDWAR,6,2018,80.00,80.00,137.90,60,2,100,400,125.27,Moderate
SIDCUL-HARIDWAR,7,2018,80.00,80.00,104.76,60,2,100,400,103.17,Moderate
SIDCUL-HARIDWAR,8,2018,80.00,80.00,119.63,60,2,100,400,113.09,Moderate
SIDCUL-HARIDWAR,9,2018,80.00,80.00,116.74,60,2,100,400,111.16,Moderate
SIDCUL-HARIDWAR,10,2018,14.18,18.66,114.65,60,2,100,400,109.77,Moderate
SIDCUL-HARIDWAR,11,2018,18.42,21.75,119.27,60,2,100,400,112.85,Moderate
SIDCUL-HARIDWAR,12,2018,21.35,25.54,123.53,60,2,100,400,115.69,Moderate
SIDCUL-HARIDWAR,1,2019,22.11,26.16,124.37,60,2,100,400,116.25,Moderate
SIDCUL-HARIDWAR,2,2019,22.73,26.03,131.75,60,2,100,400,121.17,Moderate
SIDCUL-HARIDWAR,3,2019,22.27,26.69,134.26,60,2,100,400,122.84,Moderate
SIDCUL-HARIDWAR,4,2019,22.40,26.54,131.88,60,2,100,400,121.25,Moderate
SIDCUL-HARIDWAR,5,2019,22.05,26.30,134.16,60,2,100,400,122.77,Moderate
SIDCUL-HARIDWAR,6,2019,20.76,25.51,125.45,60,2,100,400,116.97,Moderate
SIDCUL-HARIDWAR,7,2019,17.38,20.81,131.51,60,2,100,400,121.01,Moderate
SIDCUL-HARIDWAR,8,2019,17.00,20.60,120.17,60,2,100,400,113.45,Moderate
SIDCUL-HARIDWAR,9,2019,16.69,20.53,126.24,60,2,100,400,117.49,Moderate
SIDCUL-HARIDWAR,10,2019,17.19,21.00,125.63,60,2,100,400,117.09,Moderate
SIDCUL-HARIDWAR,11,2019,80.00,80.00,150.30,60,2,100,400,133.53,Moderate
SIDCUL-HARIDWAR,12,2019,16.08,21.39,138.09,60,2,100,400,125.39,Moderate
SIDCUL-HARIDWAR,1,2020,16.29,21.04,126.68,60,2,100,400,117.79,Moderate
SIDCUL-HARIDWAR,2,2020,16.25,20.73,127.45,60,2,100,400,118.30,Moderate
SIDCUL-HARIDWAR,3,2020,16.04,20.40,123.32,60,2,100,400,115.55,Moderate
SIDCUL-HARIDWAR,4,2020,3.03,8.79,46.08,60,2,100,400,100.00,Satisfactory
SIDCUL-HARIDWAR,5,2020,3.54,8.68,49.43,60,2,100,400,100.00,Satisfactory
SIDCUL-HARIDWAR,6,2020,4.06,10.71,78.29,60,2,100,400,100.00,Satisfactory
SIDCUL-HARIDWAR,7,2020,4.72,11.77,78.80,60,2,100,400,100.00,Satisfactory
SIDCUL-HARIDWAR,8,2020,5.38,12.08,78.50,60,2,100,400,100.00,Satisfactory
SIDCUL-HARIDWAR,9,2020,6.78,13.23,87.21,60,2,100,400,100.00,Satisfactory
SIDCUL-HARIDWAR,10,2020,9.74,13.97,114.22,60,2,100,400,109.48,Moderate
SIDCUL-HARIDWAR,11,2020,12.90,17.61,133.59,60,2,100,400,122.39,Moderate
SIDCUL-HARIDWAR,12,2020,10.89,17.45,141.05,60,2,100,400,127.37,Moderate
SIDCUL-HARIDWAR,1,2021,10.02,17.15,129.75,60,2,100,400,119.83,Moderate
SIDCUL-HARIDWAR,2,2021,10.43,17.52,125.18,60,2,100,400,116.79,Moderate
SIDCUL-HARIDWAR,3,2021,11.52,20.00,123.18,60,2,100,400,115.45,Moderate
SIDCUL-HARIDWAR,4,2021,87.48,11.21,131.53,87.48,2,100,400,191.60,Moderate
SIDCUL-HARIDWAR,5,2021,49.02,80.00,89.94,49.02,2,100,400,100.00,Satisfactory
SIDCUL-HARIDWAR,6,2021,52.30,80.00,89.40,52.3,2,100,400,100.00,Satisfactory
SIDCUL-HARIDWAR,7,2021,9.93,15.52,94.37,60,2,100,400,100.00,Satisfactory
SIDCUL-HARIDWAR,8,2021,75.81,11.40,101.66,75.81,2,100,400,152.70,Moderate
SIDCUL-HARIDWAR,9,2021,12.71,18.84,106.96,84.89,2,100,400,182.97,Moderate
SIDCUL-HARIDWAR,10,2021,80.00,80.00,100.00,60,2,100,400,100.00,Satisfactory
SIDCUL-HARIDWAR,11,2021,80.00,80.00,100.00,60,2,100,400,100.00,Satisfactory
SIDCUL-HARIDWAR,12,2021,80.00,80.00,100.00,60,2,100,400,100.00,Satisfactory
HALDWANI,1,2012,80.00,80.00,159.75,60,2,100,400,139.83,Moderate
HALDWANI,2,2012,80.00,80.00,229.59,60,2,100,400,186.39,Moderate
HALDWANI,3,2012,80.00,80.00,176.67,60,2,100,400,151.11,Moderate
HALDWANI,4,2012,80.00,80.00,129.49,233.62,2,100,400,387.40,Very Poor
HALDWANI,5,2012,80.00,80.00,151.82,235.02,2,100,400,388.48,Very Poor
HALDWANI,6,2012,80.00,80.00,154.34,219.29,2,100,400,376.38,Very Poor
HALDWANI,7,2012,80.00,80.00,123.59,192.81,2,100,400,356.01,Very Poor
HALDWANI,8,2012,80.00,80.00,73.35,212.7,2,100,400,371.31,Very Poor
HALDWANI,9,2012,80.00,80.00,79.38,279.88,2,100,400,422.98,Severe
HALDWANI,10,2012,80.00,80.00,91.96,245.69,2,100,400,396.68,Very Poor
HALDWANI,11,2012,80.00,80.00,141.19,269.61,2,100,400,415.08,Severe
HALDWANI,12,2012,80.00,80.00,129.14,249.64,2,100,400,399.72,Very Poor
HALDWANI,1,2013,80.00,80.00,100.00,60,2,100,400,100.00,Satisfactory
HALDWANI,2,2013,80.00,80.00,100.00,60,2,100,400,100.00,Satisfactory
HALDWANI,3,2013,80.00,80.00,100.00,60,2,100,400,100.00,Satisfactory
HALDWANI,4,2013,80.00,80.00,140.43,60,2,100,400,126.95,Moderate
HALDWANI,5,2013,80.00,80.00,156.25,60,2,100,400,137.50,Moderate
HALDWANI,6,2013,80.00,80.00,136.42,60,2,100,400,124.28,Moderate
HALDWANI,7,2013,80.00,80.00,117.29,60,2,100,400,111.53,Moderate
HALDWANI,8,2013,80.00,80.00,127.53,60,2,100,400,118.35,Moderate
HALDWANI,9,2013,80.00,80.00,183.61,60,2,100,400,155.74,Moderate
HALDWANI,10,2013,80.00,80.00,151.17,60,2,100,400,134.11,Moderate
HALDWANI,11,2013,80.00,80.00,161.09,60,2,100,400,140.73,Moderate
HALDWANI,12,2013,80.00,80.00,178.44,60,2,100,400,152.29,Moderate
HALDWANI,1,2014,80.00,80.00,166.49,60,2,100,400,144.33,Moderate
HALDWANI,2,2014,80.00,80.00,160.99,60,2,100,400,140.66,Moderate
HALDWANI,3,2014,80.00,80.00,151.94,60,2,100,400,134.63,Moderate
HALDWANI,4,2014,80.00,80.00,158.62,60,2,100,400,139.08,Moderate
HALDWANI,5,2014,80.00,80.00,138.82,60,2,100,400,125.88,Moderate
HALDWANI,6,2014,80.00,80.00,143.27,60,2,100,400,128.85,Moderate
HALDWANI,7,2014,80.00,80.00,161.46,60,2,100,400,140.97,Moderate
HALDWANI,8,2014,80.00,80.00,149.54,60,2,100,400,133.03,Moderate
HALDWANI,9,2014,80.00,80.00,149.77,60,2,100,400,133.18,Moderate
HALDWANI,10,2014,80.00,80.00,144.62,60,2,100,400,129.75,Moderate
HALDWANI,11,2014,80.00,80.00,126.17,60,2,100,400,117.45,Moderate
HALDWANI,12,2014,80.00,80.00,141.74,60,2,100,400,127.83,Moderate
HALDWANI,1,2015,80.00,80.00,147.00,60,2,100,400,131.33,Moderate
HALDWANI,2,2015,80.00,80.00,144.00,60,2,100,400,129.33,Moderate
HALDWANI,3,2015,80.00,80.00,144.46,60,2,100,400,129.64,Moderate
HALDWANI,4,2015,80.00,80.00,160.79,60,2,100,400,140.53,Moderate
HALDWANI,5,2015,80.00,80.00,145.79,60,2,100,400,130.53,Moderate
HALDWANI,6,2015,80.00,80.00,131.83,60,2,100,400,121.22,Moderate
HALDWANI,7,2015,80.00,80.00,133.23,60,2,100,400,122.15,Moderate
HALDWANI,8,2015,80.00,80.00,121.63,60,2,100,400,114.42,Moderate
HALDWANI,9,2015,80.00,80.00,131.55,60,2,100,400,121.03,Moderate
HALDWANI,10,2015,80.00,80.00,134.54,60,2,100,400,123.03,Moderate
HALDWANI,11,2015,80.00,80.00,142.57,60,2,100,400,128.38,Moderate
HALDWANI,12,2015,80.00,80.00,129.36,60,2,100,400,119.57,Moderate
HALDWANI,1,2016,80.00,80.00,130.78,60,2,100,400,120.52,Moderate
HALDWANI,2,2016,80.00,80.00,137.33,60,2,100,400,124.89,Moderate
HALDWANI,3,2016,80.00,80.00,129.93,60,2,100,400,119.95,Moderate
HALDWANI,4,2016,80.00,80.00,137.96,60,2,100,400,125.31,Moderate
HALDWANI,5,2016,80.00,80.00,134.69,60,2,100,400,123.13,Moderate
HALDWANI,6,2016,80.00,80.00,127.96,60,2,100,400,118.64,Moderate
HALDWANI,7,2016,80.00,80.00,109.70,60,2,100,400,106.47,Moderate
HALDWANI,8,2016,80.00,80.00,119.49,60,2,100,400,112.99,Moderate
HALDWANI,9,2016,80.00,80.00,122.91,60,2,100,400,115.27,Moderate
HALDWANI,10,2016,80.00,80.00,135.02,60,2,100,400,123.35,Moderate
HALDWANI,11,2016,80.00,80.00,126.83,60,2,100,400,117.89,Moderate
HALDWANI,12,2016,80.00,80.00,146.16,60,2,100,400,130.77,Moderate
HALDWANI,1,2017,80.00,80.00,132.40,60,2,100,400,121.60,Moderate
HALDWANI,2,2017,80.00,80.00,130.78,60,2,100,400,120.52,Moderate
HALDWANI,3,2017,80.00,80.00,129.41,60,2,100,400,119.61,Moderate
HALDWANI,4,2017,80.00,80.00,129.92,60,2,100,400,119.95,Moderate
HALDWANI,5,2017,80.00,80.00,130.68,60,2,100,400,120.45,Moderate
HALDWANI,6,2017,80.00,80.00,132.02,60,2,100,400,121.35,Moderate
HALDWANI,7,2017,80.00,80.00,118.75,60,2,100,400,112.50,Moderate
HALDWANI,8,2017,80.00,80.00,123.43,60,2,100,400,115.62,Moderate
HALDWANI,9,2017,80.00,80.00,69.86,60,2,100,400,100.00,Moderate
HALDWANI,10,2017,80.00,80.00,139.97,60,2,100,400,126.65,Moderate
HALDWANI,11,2017,80.00,80.00,128.56,60,2,100,400,119.04,Moderate
HALDWANI,12,2017,80.00,80.00,131.07,60,2,100,400,120.71,Moderate
HALDWANI,1,2018,11.66,23.79,129.89,206.95,2,100,400,366.88,Very Poor
HALDWANI,2,2018,11.69,23.67,130.37,213.22,2,100,400,371.71,Very Poor
HALDWANI,3,2018,11.73,23.70,132.27,219.3,2,100,400,376.38,Very Poor
HALDWANI,4,2018,11.90,23.74,131.22,216.6,2,100,400,374.31,Very Poor
HALDWANI,5,2018,11.61,23.36,128.48,212.86,2,100,400,371.43,Very Poor
HALDWANI,6,2018,11.33,23.30,128.14,208.83,2,100,400,368.33,Very Poor
HALDWANI,7,2018,11.35,23.01,125.28,196.92,2,100,400,359.17,Very Poor
HALDWANI,8,2018,11.64,22.42,119.34,188.63,2,100,400,352.79,Very Poor
HALDWANI,9,2018,11.03,22.85,124.71,191.15,2,100,400,354.73,Very Poor
HALDWANI,10,2018,12.30,21.42,123.80,189.91,2,100,400,353.78,Very Poor
HALDWANI,11,2018,8.65,22.06,119.23,186.08,2,100,400,350.83,Very Poor
HALDWANI,12,2018,11.38,21.99,118.37,185.37,2,100,400,350.28,Very Poor
HALDWANI,1,2019,8.32,22.62,117.30,184.06,2,100,400,349.28,Very Poor
HALDWANI,2,2019,7.66,25.45,108.68,174.76,2,100,400,342.12,Very Poor
HALDWANI,3,2019,6.94,26.43,107.43,173.55,2,100,400,341.19,Very Poor
HALDWANI,4,2019,6.45,29.44,107.43,174.36,2,100,400,341.82,Very Poor
HALDWANI,5,2019,6.55,29.83,107.94,174.5,2,100,400,341.92,Very Poor
HALDWANI,6,2019,7.60,30.82,108.81,175.48,2,100,400,342.68,Very Poor
HALDWANI,7,2019,6.44,28.96,104.27,168.25,2,100,400,337.12,Very Poor
HALDWANI,8,2019,6.50,29.73,104.67,175.5,2,100,400,342.69,Very Poor
HALDWANI,9,2019,6.50,29.73,109.06,175.5,2,100,400,342.69,Very Poor
HALDWANI,10,2019,11.77,30.01,128.07,195.45,2,100,400,358.04,Very Poor
HALDWANI,11,2019,8.12,26.12,112.32,178.5,2,100,400,345.00,Very Poor
HALDWANI,12,2019,7.99,28.07,114.89,181.41,2,100,400,347.24,Very Poor
HALDWANI,1,2020,7.06,26.45,108.70,174.38,2,100,400,341.83,Very Poor
HALDWANI,2,2020,7.98,29.44,111.29,176.87,2,100,400,343.75,Very Poor
HALDWANI,3,2020,7.23,27.46,109.01,174.76,2,100,400,342.12,Very Poor
HALDWANI,4,2020,5.06,16.61,68.66,135.27,2,100,400,311.75,Very Poor
HALDWANI,5,2020,5.93,23.71,92.01,155.95,2,100,400,327.65,Very Poor
